Gly (mol/L),DMSO (mol/L),PG (mol/L),EG (mol/L),FA (mol/L),Exp Time (min),Temp (°C),Cell Viab (%)
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.77609187673472
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,30,25.75,0.8533828635957
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.54040444917665
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.63083136888197
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.67171336646154
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.61119416557942
2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335,60,25.5,0.68073875748153
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,5,25.75,0.78584891324857
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,5,25.75,0.91189021565325
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,5,25.75,0.9033586532224
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,5,25.75,0.96175213333047
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,5,25.75,1.1646973861811
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,10,25.2,0.95769805872491
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,10,25.2,0.86906058247707
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,10,25.2,1.0687597029455
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,10,25.2,1.0254537203705
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,10,25.2,0.94229819547778
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,30,25.75,0.89379231020307
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,30,25.75,0.94513501310803
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,30,25.75,0.84617653781134
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,30,25.75,0.8519000284949
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,30,25.75,0.86833410347071
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,60,25.5,0.70250854867569
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,60,25.5,0.76424432424456
0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,60,25.5,0.65861858941523
